From	To	Species	Gene Name
LOC111135317	111135317	Crassostrea virginica	acyl-coenzyme A thioesterase 9, mitochondrial-like(LOC111135317)
LOC111137978	111137978	Crassostrea virginica	tripartite motif-containing protein 2-like(LOC111137978)
LOC111111386	111111386	Crassostrea virginica	aladin-like(LOC111111386)
LOC111135314	111135314	Crassostrea virginica	uncharacterized LOC111135314(LOC111135314)
LOC111136646	111136646	Crassostrea virginica	probable 28S ribosomal protein S26, mitochondrial(LOC111136646)
LOC111135315	111135315	Crassostrea virginica	chromodomain Y-like protein(LOC111135315)
LOC111111388	111111388	Crassostrea virginica	uncharacterized LOC111111388(LOC111111388)
LOC111136649	111136649	Crassostrea virginica	neuroglian-like(LOC111136649)
LOC111135318	111135318	Crassostrea virginica	transmembrane 9 superfamily member 1-like(LOC111135318)
LOC111109066	111109066	Crassostrea virginica	multiple epidermal growth factor-like domains protein 10(LOC111109066)
LOC111123334	111123334	Crassostrea virginica	uncharacterized LOC111123334(LOC111123334)
LOC111124665	111124665	Crassostrea virginica	acyl-CoA synthetase family member 2, mitochondrial-like(LOC111124665)
LOC111122003	111122003	Crassostrea virginica	B9 domain-containing protein 1-like(LOC111122003)
LOC111123333	111123333	Crassostrea virginica	sialin-like(LOC111123333)
LOC111122000	111122000	Crassostrea virginica	F-box/LRR-repeat protein 16-like(LOC111122000)
LOC111125999	111125999	Crassostrea virginica	protocadherin-9-like(LOC111125999)
LOC111124663	111124663	Crassostrea virginica	WD repeat-containing protein 19-like(LOC111124663)
LOC111124662	111124662	Crassostrea virginica	exocyst complex component 1-like(LOC111124662)
LOC111124669	111124669	Crassostrea virginica	serine/threonine-protein kinase SIK3-like(LOC111124669)
LOC111125994	111125994	Crassostrea virginica	uncharacterized LOC111125994(LOC111125994)
LOC111123336	111123336	Crassostrea virginica	uncharacterized LOC111123336(LOC111123336)
LOC111124667	111124667	Crassostrea virginica	RNA-binding protein 20-like(LOC111124667)
LOC111124666	111124666	Crassostrea virginica	cGMP-dependent 3',5'-cyclic phosphodiesterase-like(LOC111124666)
LOC111111382	111111382	Crassostrea virginica	aladin-like(LOC111111382)
LOC111123339	111123339	Crassostrea virginica	uncharacterized LOC111123339(LOC111123339)
LOC111111384	111111384	Crassostrea virginica	aladin-like(LOC111111384)
LOC111110052	111110052	Crassostrea virginica	uncharacterized LOC111110052(LOC111110052)
LOC111110051	111110051	Crassostrea virginica	uncharacterized LOC111110051(LOC111110051)
LOC111110050	111110050	Crassostrea virginica	uncharacterized LOC111110050(LOC111110050)
LOC111136654	111136654	Crassostrea virginica	poly [ADP-ribose] polymerase 14-like(LOC111136654)
LOC111135323	111135323	Crassostrea virginica	uncharacterized LOC111135323(LOC111135323)
LOC111111378	111111378	Crassostrea virginica	aladin-like(LOC111111378)
LOC111136655	111136655	Crassostrea virginica	uncharacterized LOC111136655(LOC111136655)
LOC111135324	111135324	Crassostrea virginica	uncharacterized LOC111135324(LOC111135324)
LOC111111379	111111379	Crassostrea virginica	aladin-like(LOC111111379)
LOC111136652	111136652	Crassostrea virginica	multidrug resistance-associated protein 4-like(LOC111136652)
LOC111135321	111135321	Crassostrea virginica	sphingomyelin phosphodiesterase 4-like(LOC111135321)
LOC111137984	111137984	Crassostrea virginica	vicilin-like seed storage protein At2g18540(LOC111137984)
LOC111137983	111137983	Crassostrea virginica	WD repeat-containing protein 54-like(LOC111137983)
LOC111135327	111135327	Crassostrea virginica	cAMP-dependent protein kinase catalytic subunit PRKX-like(LOC111135327)
LOC111111374	111111374	Crassostrea virginica	uncharacterized LOC111111374(LOC111111374)
LOC111135328	111135328	Crassostrea virginica	uncharacterized LOC111135328(LOC111135328)
LOC111110049	111110049	Crassostrea virginica	uncharacterized LOC111110049(LOC111110049)
LOC111135325	111135325	Crassostrea virginica	cullin-4A-like(LOC111135325)
LOC111111376	111111376	Crassostrea virginica	aladin-like(LOC111111376)
LOC111136657	111136657	Crassostrea virginica	glycerol-3-phosphate acyltransferase 4-like(LOC111136657)
LOC111111377	111111377	Crassostrea virginica	aladin-like(LOC111111377)
LOC111135329	111135329	Crassostrea virginica	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-A-like(LOC111135329)
LOC111123341	111123341	Crassostrea virginica	uncharacterized LOC111123341(LOC111123341)
LOC111124672	111124672	Crassostrea virginica	serine/threonine-protein kinase DCLK3-like(LOC111124672)
LOC111124671	111124671	Crassostrea virginica	E3 ubiquitin-protein ligase TRIM56-like(LOC111124671)
LOC111109052	111109052	Crassostrea virginica	uncharacterized LOC111109052(LOC111109052)
LOC111124670	111124670	Crassostrea virginica	tudor domain-containing protein 5-like(LOC111124670)
LOC111122013	111122013	Crassostrea virginica	uncharacterized LOC111122013(LOC111122013)
LOC111123345	111123345	Crassostrea virginica	uncharacterized LOC111123345(LOC111123345)
LOC111123344	111123344	Crassostrea virginica	metal-response element-binding transcription factor 2-like(LOC111123344)
LOC111124675	111124675	Crassostrea virginica	gamma-glutamyltranspeptidase 1-like(LOC111124675)
LOC111123343	111123343	Crassostrea virginica	serine/threonine-protein kinase TNNI3K-like(LOC111123343)
LOC111124674	111124674	Crassostrea virginica	gamma-glutamyltranspeptidase 1-like(LOC111124674)
LOC111123342	111123342	Crassostrea virginica	adenylate kinase isoenzyme 5-like(LOC111123342)
LOC111124673	111124673	Crassostrea virginica	eukaryotic translation initiation factor 5B-like(LOC111124673)
LOC111123349	111123349	Crassostrea virginica	N-glycosylase/DNA lyase-like(LOC111123349)
LOC111123347	111123347	Crassostrea virginica	E3 ubiquitin-protein ligase TRIM71-like(LOC111123347)
LOC111122016	111122016	Crassostrea virginica	cAMP-specific 3',5'-cyclic phosphodiesterase 4C-like(LOC111122016)
LOC111123346	111123346	Crassostrea virginica	uncharacterized LOC111123346(LOC111123346)
LOC111124677	111124677	Crassostrea virginica	uncharacterized LOC111124677(LOC111124677)
LOC111111371	111111371	Crassostrea virginica	uncharacterized LOC111111371(LOC111111371)
LOC111111372	111111372	Crassostrea virginica	uncharacterized LOC111111372(LOC111111372)
LOC111137982	111137982	Crassostrea virginica	uncharacterized LOC111137982(LOC111137982)
LOC111136651	111136651	Crassostrea virginica	multidrug resistance-associated protein 4-like(LOC111136651)
LOC111135320	111135320	Crassostrea virginica	metabotropic glutamate receptor 8-like(LOC111135320)
LOC111137981	111137981	Crassostrea virginica	uncharacterized LOC111137981(LOC111137981)
LOC111110041	111110041	Crassostrea virginica	coatomer subunit beta-like(LOC111110041)
LOC111134046	111134046	Crassostrea virginica	uncharacterized LOC111134046(LOC111134046)
LOC111135378	111135378	Crassostrea virginica	glutenin, high molecular weight subunit DX5-like(LOC111135378)
LOC111134048	111134048	Crassostrea virginica	uncharacterized LOC111134048(LOC111134048)
LOC111110077	111110077	Crassostrea virginica	cysteine and tyrosine-rich protein 1-like(LOC111110077)
LOC111099197	111099197	Crassostrea virginica	CDK5 regulatory subunit-associated protein 3-like(LOC111099197)
LOC111134049	111134049	Crassostrea virginica	uncharacterized LOC111134049(LOC111134049)
LOC111109084	111109084	Crassostrea virginica	E3 ubiquitin-protein ligase Midline-1-like(LOC111109084)
LOC111122064	111122064	Crassostrea virginica	ATPase family AAA domain-containing protein 1-like(LOC111122064)
LOC111109086	111109086	Crassostrea virginica	uncharacterized LOC111109086(LOC111109086)
LOC111122065	111122065	Crassostrea virginica	exportin-2-like(LOC111122065)
LOC111122062	111122062	Crassostrea virginica	TBC1 domain family member 2B-like(LOC111122062)
LOC111109088	111109088	Crassostrea virginica	THAP domain-containing protein 1-like(LOC111109088)
LOC111122063	111122063	Crassostrea virginica	uncharacterized LOC111122063(LOC111122063)
LOC111123399	111123399	Crassostrea virginica	integrator complex subunit 11-like(LOC111123399)
LOC111122066	111122066	Crassostrea virginica	protein outspread-like(LOC111122066)
LOC111123397	111123397	Crassostrea virginica	uncharacterized LOC111123397(LOC111123397)
LOC111099192	111099192	Crassostrea virginica	transport and Golgi organization protein 6 homolog(LOC111099192)
LOC111135371	111135371	Crassostrea virginica	pleckstrin homology domain-containing family G member 4B-like(LOC111135371)
LOC111099196	111099196	Crassostrea virginica	bicaudal D-related protein homolog(LOC111099196)
LOC111134042	111134042	Crassostrea virginica	ephrin type-B receptor 1-B-like(LOC111134042)
LOC111135374	111135374	Crassostrea virginica	U2 snRNP-associated SURP motif-containing protein-like(LOC111135374)
LOC111099194	111099194	Crassostrea virginica	uncharacterized LOC111099194(LOC111099194)
LOC111135372	111135372	Crassostrea virginica	uncharacterized LOC111135372(LOC111135372)
LOC111134043	111134043	Crassostrea virginica	ephrin type-B receptor 1-B-like(LOC111134043)
LOC111135373	111135373	Crassostrea virginica	uncharacterized LOC111135373(LOC111135373)
LOC111135389	111135389	Crassostrea virginica	DDB1- and CUL4-associated factor 17-like(LOC111135389)
LOC111110068	111110068	Crassostrea virginica	uncharacterized LOC111110068(LOC111110068)
LOC111134056	111134056	Crassostrea virginica	uncharacterized LOC111134056(LOC111134056)
LOC111110067	111110067	Crassostrea virginica	uncharacterized LOC111110067(LOC111110067)
LOC111134059	111134059	Crassostrea virginica	double C2-like domain-containing protein beta(LOC111134059)
LOC111110066	111110066	Crassostrea virginica	uncharacterized LOC111110066(LOC111110066)
LOC111134058	111134058	Crassostrea virginica	uncharacterized LOC111134058(LOC111134058)
LOC111135388	111135388	Crassostrea virginica	conserved oligomeric Golgi complex subunit 4-like(LOC111135388)
LOC111111397	111111397	Crassostrea virginica	uncharacterized LOC111111397(LOC111111397)
LOC111110069	111110069	Crassostrea virginica	uncharacterized LOC111110069(LOC111110069)
LOC111111399	111111399	Crassostrea virginica	uncharacterized LOC111111399(LOC111111399)
LOC111122072	111122072	Crassostrea virginica	myotubularin-related protein 13-like(LOC111122072)
LOC111122070	111122070	Crassostrea virginica	UPF0489 protein C5orf22 homolog(LOC111122070)
LOC111109072	111109072	Crassostrea virginica	uncharacterized LOC111109072(LOC111109072)
LOC111122076	111122076	Crassostrea virginica	pantothenate kinase 4-like(LOC111122076)
LOC111109074	111109074	Crassostrea virginica	uncharacterized LOC111109074(LOC111109074)
LOC111109077	111109077	Crassostrea virginica	uncharacterized LOC111109077(LOC111109077)
LOC111122079	111122079	Crassostrea virginica	HAUS augmin-like complex subunit 2(LOC111122079)
LOC111122077	111122077	Crassostrea virginica	SPRY domain-containing SOCS box protein 3-like(LOC111122077)
LOC111122078	111122078	Crassostrea virginica	bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial-like(LOC111122078)
LOC111099181	111099181	Crassostrea virginica	uncharacterized protein ZK673.1-like(LOC111099181)
LOC111135381	111135381	Crassostrea virginica	NGFI-A-binding protein homolog(LOC111135381)
LOC111110060	111110060	Crassostrea virginica	uncharacterized LOC111110060(LOC111110060)
LOC111111392	111111392	Crassostrea virginica	integrin alpha-2-like(LOC111111392)
LOC111099180	111099180	Crassostrea virginica	cytosol aminopeptidase-like(LOC111099180)
LOC111135382	111135382	Crassostrea virginica	uncharacterized LOC111135382(LOC111135382)
LOC111111393	111111393	Crassostrea virginica	pyridoxal 5'-phosphate synthase subunit PdxS-like(LOC111111393)
LOC111135380	111135380	Crassostrea virginica	serine/threonine-protein phosphatase 4 regulatory subunit 1-like(LOC111135380)
LOC111111395	111111395	Crassostrea virginica	dextranase-like(LOC111111395)
LOC111099183	111099183	Crassostrea virginica	SPRY domain-containing protein 7-like(LOC111099183)
LOC111099182	111099182	Crassostrea virginica	phosphoenolpyruvate phosphomutase(LOC111099182)
LOC111135384	111135384	Crassostrea virginica	solute carrier family 13 member 5-like(LOC111135384)
LOC111134024	111134024	Crassostrea virginica	metastasis suppressor protein 1-like(LOC111134024)
LOC111099177	111099177	Crassostrea virginica	uncharacterized LOC111099177(LOC111099177)
LOC111135354	111135354	Crassostrea virginica	DNA repair protein XRCC1-like(LOC111135354)
LOC111099175	111099175	Crassostrea virginica	acyl-CoA synthetase family member 3, mitochondrial-like(LOC111099175)
LOC111135355	111135355	Crassostrea virginica	trichohyalin-like(LOC111135355)
LOC111110098	111110098	Crassostrea virginica	glucose-6-phosphate 1-dehydrogenase-like(LOC111110098)
LOC111135358	111135358	Crassostrea virginica	alkaline phosphatase, tissue-nonspecific isozyme-like(LOC111135358)
LOC111135359	111135359	Crassostrea virginica	allantoinase, mitochondrial-like(LOC111135359)
LOC111123370	111123370	Crassostrea virginica	uncharacterized LOC111123370(LOC111123370)
LOC111122042	111122042	Crassostrea virginica	NAD kinase 2, mitochondrial-like(LOC111122042)
LOC111122043	111122043	Crassostrea virginica	phosphatidate cytidylyltransferase, photoreceptor-specific-like(LOC111122043)
LOC111122040	111122040	Crassostrea virginica	RNA demethylase ALKBH5-like(LOC111122040)
LOC111123372	111123372	Crassostrea virginica	caspase-8-like(LOC111123372)
LOC111123371	111123371	Crassostrea virginica	H(+)/Cl(-) exchange transporter 3-like(LOC111123371)
LOC111123378	111123378	Crassostrea virginica	SCY1-like protein 2(LOC111123378)
LOC111122045	111122045	Crassostrea virginica	5-phosphohydroxy-L-lysine phospho-lyase-like(LOC111122045)
LOC111136680	111136680	Crassostrea virginica	uncharacterized LOC111136680(LOC111136680)
LOC111099174	111099174	Crassostrea virginica	zinc phosphodiesterase ELAC protein 1-like(LOC111099174)
LOC111134020	111134020	Crassostrea virginica	uncharacterized LOC111134020(LOC111134020)
LOC111136683	111136683	Crassostrea virginica	mediator of RNA polymerase II transcription subunit 24-like(LOC111136683)
LOC111110097	111110097	Crassostrea virginica	immune-associated nucleotide-binding protein 9-like(LOC111110097)
LOC111135353	111135353	Crassostrea virginica	5'-3' exoribonuclease 1-like(LOC111135353)
LOC111135350	111135350	Crassostrea virginica	phospholipid scramblase 1-like(LOC111135350)
LOC111134021	111134021	Crassostrea virginica	uncharacterized LOC111134021(LOC111134021)
LOC111136682	111136682	Crassostrea virginica	DNA fragmentation factor subunit alpha-like(LOC111136682)
LOC111135351	111135351	Crassostrea virginica	uncharacterized LOC111135351(LOC111135351)
LOC111110089	111110089	Crassostrea virginica	beta-TrCP-like(LOC111110089)
LOC111110088	111110088	Crassostrea virginica	exportin-T-like(LOC111110088)
LOC111136697	111136697	Crassostrea virginica	uncharacterized LOC111136697(LOC111136697)
LOC111110087	111110087	Crassostrea virginica	testin-like(LOC111110087)
LOC111134038	111134038	Crassostrea virginica	uncharacterized LOC111134038(LOC111134038)
LOC111099169	111099169	Crassostrea virginica	uncharacterized LOC111099169(LOC111099169)
LOC111135369	111135369	Crassostrea virginica	collagen alpha-1(I) chain-like(LOC111135369)
LOC111099168	111099168	Crassostrea virginica	fatty acid synthase-like(LOC111099168)
LOC111123381	111123381	Crassostrea virginica	rRNA 2'-O-methyltransferase fibrillarin-like(LOC111123381)
LOC111123385	111123385	Crassostrea virginica	CDK5 regulatory subunit-associated protein 3-like(LOC111123385)
LOC111123383	111123383	Crassostrea virginica	transmembrane protein 33-like(LOC111123383)
LOC111122052	111122052	Crassostrea virginica	threonylcarbamoyladenosine tRNA methylthiotransferase-like(LOC111122052)
